_id,Anio_lectivo,Zona,Provincia,Cod_Provincia,Canton,Cod_Canton,Parroquia,Cod_Parroquia,Nombre_Institucion,AMIE,Tipo_Educacion,Sostenimiento,Area,Regimen_Escolar,Jurisdiccion,Docentes_Femenino,Docentes_Masculino,Total_Docentes,Estudiantes_Femenino,Estudiantes_Masculino,Total_Estudiantes,Ecuatoriana,Colombiana,Venezolana,Peruana,Otros_Paises_de_America,Otros_Continentes
68a2204ee24c4cc87b1456da,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,UNIDAD EDUCATIVA PARTICULAR ROSA DE JESUS CORDERO,01B00002,Ordinario,Particular,Urbana,Sierra,Intercultural,86,10,96,1473,0,1473,1455,0,0,0,18,0
68a2204ee24c4cc87b1456db,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,MONAY,10109,CEBCI,01B00010,Ordinario,Particular,Urbana,Sierra,Intercultural Bilingüe,19,6,25,148,179,327,311,3,0,0,9,4
68a2204ee24c4cc87b1456dc,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BAÑOS,10151,CENTRO EDUCATIVO ROUSSEAU,01B00019,Ordinario,Particular,Rural,Sierra,Intercultural Bilingüe,9,1,10,17,23,40,39,0,0,0,1,0
68a2204ee24c4cc87b1456dd,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BAÑOS,10151,COLEGIO INTERCULTURAL BILINGUE DE  NARANCAY,01B00020,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,10,7,17,132,132,264,264,0,0,0,0,0
68a2204ee24c4cc87b1456df,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,GIL RAMIREZ DAVALOS,10106,LA PAZ INTERCULTURAL BILINGUE AZUAY,01B00022,Ordinario,Fiscal,Urbana,Sierra,Intercultural Bilingüe,2,3,5,141,131,272,272,0,0,0,0,0
68a2204ee24c4cc87b1456e0,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,MOLLETURO,10157,LA PAZ,01B00023,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,1,4,5,21,21,42,42,0,0,0,0,0
68a2204ee24c4cc87b1456e1,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,QUINGEO,10161,ESCUELA MONSEÑOR LEONIDAS PROAÑO II,01B00027,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,1,4,5,69,58,127,127,0,0,0,0,0
68a2204ee24c4cc87b1456e2,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,QUINGEO,10161,ESTRELLA DE SAN JOSE,01B00028,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,1,0,1,12,5,17,17,0,0,0,0,0
68a2204ee24c4cc87b1456e3,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,QUINGEO,10161,SIN NOMBRE,01B00029,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,2,0,2,30,25,55,55,0,0,0,0,0
68a2204ee24c4cc87b1456e4,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,RICAURTE,10162,BUENA ESPERANZA,01B00030,Ordinario,Particular,Rural,Sierra,Intercultural,4,1,5,44,34,78,78,0,0,0,0,0
68a2204ee24c4cc87b1456e5,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,SANTA ANA,10164,MONTE SINAI,01B00031,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,3,1,4,37,42,79,79,0,0,0,0,0
68a2204ee24c4cc87b1456e6,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,TARQUI,10168,XAVIER MUÑOZ CHAVEZ,01B00032,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,0,4,4,25,32,57,57,0,0,0,0,0
68a2204ee24c4cc87b1456e7,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,TARQUI,10168,TUTUPALI CHICO NARANCAY ALTO,01B00033,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,0,0,0,9,17,26,26,0,0,0,0,0
68a2204ee24c4cc87b1456e8,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,TURI,10169,CESAR VICTORIANO MARTINEZ VERDUGO,01B00034,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,2,1,3,29,39,68,68,0,0,0,0,0
68a2204ee24c4cc87b1456e9,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,TURI,10169,MARCO MARTINEZ,01B00035,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,1,1,2,14,18,32,32,0,0,0,0,0
68a2204ee24c4cc87b1456ea,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,VALLE,10170,JUAN PEÑAFIEL,01B00036,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,2,1,3,26,26,52,52,0,0,0,0,0
68a2204ee24c4cc87b145702,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,QUINGEO,10161,SIN NOMRE PILLACHIQUIR,01B00060,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,1,0,1,11,15,26,26,0,0,0,0,0
68a2204ee24c4cc87b145703,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,TARQUI,10168,COLEGIO INTERCULTURAL BILINGUE DE NARANCAY  EXTENSIÓN 2,01B00063,Ordinario,Fiscal,Rural,Sierra,Intercultural Bilingüe,2,2,4,12,17,29,29,0,0,0,0,0
68a2204ee24c4cc87b145704,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CUENCA,10150,FROILÁN ABAD  AMBROSI,01B00064,Ordinario,Particular,Urbana,Sierra,Intercultural Bilingüe,3,0,3,3,4,7,7,0,0,0,0,0
68a2204ee24c4cc87b145705,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,CRISTO REY,01H00001,Ordinario,Particular,Urbana,Sierra,Intercultural,9,3,12,65,110,175,171,0,0,0,4,0
68a2204ee24c4cc87b145706,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,HOME SCHOOL,01H00002,Ordinario,Particular,Urbana,Sierra,Intercultural,9,10,19,134,90,224,224,0,0,0,0,0
68a2204ee24c4cc87b145707,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,RAFAEL AGUILAR PESANTEZ,01H00003,Ordinario,Fiscal,Urbana,Sierra,Intercultural,11,1,12,124,121,245,242,0,0,0,2,1
68a2204ee24c4cc87b145708,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,ELENA MOSCOSO TAMARIZ,01H00004,Ordinario,Particular,Urbana,Sierra,Intercultural,31,13,44,384,0,384,382,1,0,0,0,1
68a2204ee24c4cc87b145709,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,FRANCISCA DAVILA,01H00006,Ordinario,Fiscal,Urbana,Sierra,Intercultural,4,2,6,68,0,68,68,0,0,0,0,0
68a2204ee24c4cc87b14570a,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,LUNA DE CRISTAL,01H00007,Ordinario,Particular,Urbana,Sierra,Intercultural,1,1,2,8,9,17,16,0,0,0,1,0
68a2204ee24c4cc87b14570b,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,BENJAMIN RAMIREZ ARTEAGA,01H00010,Ordinario,Fiscal,Urbana,Sierra,Intercultural,9,6,15,137,160,297,293,2,0,1,1,0
68a2204ee24c4cc87b14570c,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,NUEVO MILENIO,01H00011,Ordinario,Particular,Urbana,Sierra,Intercultural,8,2,10,47,75,122,122,0,0,0,0,0
68a2204ee24c4cc87b14570d,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,ARCO IRIS,01H00014,Ordinario,Particular,Urbana,Sierra,Intercultural,9,3,12,25,40,65,65,0,0,0,0,0
68a2204ee24c4cc87b14570e,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,PEQUEÑOS TRAVIESOS,01H00024,Ordinario,Particular,Urbana,Sierra,Intercultural,2,0,2,4,14,18,18,0,0,0,0,0
68a2204ee24c4cc87b14570f,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,5 DE NOVIEMBRE,01H00025,Popular Permanente,Particular,Urbana,Sierra,Intercultural,7,3,10,283,0,283,283,0,0,0,0,0
68a2204ee24c4cc87b145710,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,MARIA AUXILIADORA,01H00028,Popular Permanente,Fiscomisional,Urbana,Sierra,Intercultural,11,2,13,286,0,286,282,3,0,1,0,0
68a2204ee24c4cc87b145711,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,LOS POLLUELITOS,01H00029,Ordinario,Fiscal,Urbana,Sierra,Intercultural,7,0,7,18,11,29,29,0,0,0,0,0
68a2204ee24c4cc87b145712,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,FRANCISCO TAMARIZ VALDIVIESO,01H00030,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,17,27,186,279,465,465,0,0,0,0,0
68a2204ee24c4cc87b145713,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,EUROPA,01H00031,Ordinario,Particular,Urbana,Sierra,Intercultural,4,5,9,10,50,60,60,0,0,0,0,0
68a2204ee24c4cc87b145714,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,MIGUEL CORDERO CRESPO,01H00032,Ordinario,Particular,Urbana,Sierra,Intercultural,22,37,59,0,701,701,697,0,0,0,4,0
68a2204ee24c4cc87b145715,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,TOTORACOCHA,10113,UNIDAD EDUCATIVA FISCAL MIXTA CENTRAL LA INMACULADA,01H00035,Ordinario,Fiscal,Urbana,Sierra,Intercultural,51,12,63,688,234,922,920,0,0,1,1,0
68a2204ee24c4cc87b145716,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,JULIO MARIA MATOVELLE,01H00037,Ordinario,Fiscal,Urbana,Sierra,Intercultural,11,7,18,0,478,478,474,0,0,0,4,0
68a2204ee24c4cc87b145717,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,UNIVERSO DE COLORES,01H00039,Ordinario,Particular,Urbana,Sierra,Intercultural,2,0,2,1,2,3,3,0,0,0,0,0
68a2204ee24c4cc87b145718,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,UNIDAD EDUCATIVA PARTICULAR EL AMERICANO,01H00040,Ordinario,Particular,Urbana,Sierra,Intercultural,10,7,17,82,104,186,183,0,0,0,3,0
68a2204ee24c4cc87b145719,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,EDWIN SACOTO LARRIVA,01H00042,Ordinario,Fiscal,Urbana,Sierra,Intercultural,3,0,3,0,57,57,55,0,0,0,2,0
68a2204ee24c4cc87b14571a,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,FEDERICO PROAÑO,01H00043,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,9,19,0,633,633,629,0,0,0,3,1
68a2204ee24c4cc87b14571b,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,REPUBLICA FEDERAL DE ALEMANIA,01H00044,Ordinario,Fiscal,Urbana,Sierra,Intercultural,7,11,18,212,254,466,463,1,0,1,1,0
68a2204ee24c4cc87b14571c,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,JOSE MARIA VELAZ S.J. CENTRO 48 D,01H00045,Ordinario,Particular,Urbana,Sierra,Intercultural,6,4,10,100,97,197,197,0,0,0,0,0
68a2204ee24c4cc87b14571d,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,FRANCISCA DAVILA DE MUÑOZ,01H00046,Ordinario,Fiscal,Urbana,Sierra,Intercultural,15,2,17,467,0,467,461,0,0,0,4,2
68a2204ee24c4cc87b14571e,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,MANUEL MARIA MUÑOZ CUEVA,01H00047,Ordinario,Fiscal,Urbana,Sierra,Intercultural,6,13,19,178,228,406,400,3,0,2,1,0
68a2204ee24c4cc87b14571f,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,PADRE CARLOS CRESPI,01H00048,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,22,14,36,0,890,890,885,0,0,0,4,1
68a2204ee24c4cc87b145720,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,ALBERTO ANDRADE ARIZAGA,01H00049,Ordinario,Fiscal,Urbana,Sierra,Intercultural,14,6,20,160,302,462,461,0,0,0,0,1
68a2204ee24c4cc87b145721,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,INTEGRAL,01H00051,Ordinario,Particular,Urbana,Sierra,Intercultural,4,0,4,5,9,14,14,0,0,0,0,0
68a2204ee24c4cc87b145722,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,MAMY`S DAY CARE,01H00052,Ordinario,Particular,Urbana,Sierra,Intercultural,6,1,7,14,7,21,21,0,0,0,0,0
68a2204ee24c4cc87b145723,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,ENSUEÑOS,01H00054,Ordinario,Particular,Urbana,Sierra,Intercultural,7,2,9,40,56,96,94,0,0,0,2,0
68a2204ee24c4cc87b145724,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,RAFAEL CAMPOVERDE GALAN,01H00056,Ordinario,Particular,Urbana,Sierra,Intercultural,7,0,7,41,40,81,77,0,0,1,2,1
68a2204ee24c4cc87b145725,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,MIS PRIMEROS PASITOS,01H00057,Ordinario,Particular,Urbana,Sierra,Intercultural,1,0,1,6,3,9,9,0,0,0,0,0
68a2204ee24c4cc87b145726,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,SAN JOSE,01H00058,Ordinario,Particular,Urbana,Sierra,Intercultural,3,0,3,2,4,6,6,0,0,0,0,0
68a2204ee24c4cc87b145727,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,SAN MATEO,01H00059,Ordinario,Particular,Urbana,Sierra,Intercultural,3,0,3,11,5,16,16,0,0,0,0,0
68a2204ee24c4cc87b145728,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,CENTRO EDUCATIVO SOL DE TALENTOS,01H00060,Ordinario,Municipal,Urbana,Sierra,Intercultural,13,1,14,48,42,90,90,0,0,0,0,0
68a2204ee24c4cc87b145729,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,3 DE NOVIEMBRE,01H00061,Ordinario,Fiscal,Urbana,Sierra,Intercultural,37,1,38,947,61,1008,1008,0,0,0,0,0
68a2204ee24c4cc87b14572a,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,BELLAVISTA,10101,STEPHEN HAWKING,01H00062,Educación Especial,Fiscal,Urbana,Sierra,Intercultural,12,4,16,23,24,47,47,0,0,0,0,0
68a2204ee24c4cc87b14572b,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,INSTITUTO PILOTO DE INTEGRACION DEL AZUAY,01H00063,Educación Especial,Fiscal,Urbana,Sierra,Intercultural,9,2,11,31,27,58,58,0,0,0,0,0
68a2204ee24c4cc87b14572c,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,LETRAS Y VIDA,01H00064,Ordinario,Particular,Urbana,Sierra,Intercultural,11,0,11,35,44,79,78,0,0,0,1,0
68a2204ee24c4cc87b14572d,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,MIS ENANITOS,01H00066,Ordinario,Particular,Urbana,Sierra,Intercultural,6,0,6,5,9,14,14,0,0,0,0,0
68a2204ee24c4cc87b14572e,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,BENIGNO ASTUDILLO,01H00067,Ordinario,Fiscal,Urbana,Sierra,Intercultural,13,3,16,251,182,433,431,1,0,0,1,0
68a2204ee24c4cc87b14572f,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,CENTRO EDUCATIVO GALAN MONTESSORI,01H00068,Ordinario,Particular,Urbana,Sierra,Intercultural,2,0,2,15,8,23,23,0,0,0,0,0
68a2204ee24c4cc87b145730,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,RAYITO DE LUZ,01H00070,Ordinario,Particular,Urbana,Sierra,Intercultural,4,1,5,24,23,47,46,0,0,0,1,0
68a2204ee24c4cc87b145731,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,ADINEA,01H00072,Educación Especial,Particular,Urbana,Sierra,Intercultural,19,6,25,5,9,14,14,0,0,0,0,0
68a2204ee24c4cc87b145732,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,AURELIO AGUILAR VÁZQUEZ,01H00074,Ordinario,Fiscal,Urbana,Sierra,Intercultural,19,11,30,168,630,798,792,0,0,0,5,1
68a2204ee24c4cc87b145733,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,JOSE MARIA VELAZ EXT. 03 CUENCA,01H00075,Ordinario,Fiscomisional,Urbana,Sierra,Intercultural,7,5,12,148,112,260,260,0,0,0,0,0
68a2204ee24c4cc87b145734,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,CESAR DAVILA ANDRADE,01H00076,Ordinario,Fiscal,Urbana,Sierra,Intercultural,28,33,61,232,824,1056,1048,4,0,0,4,0
68a2204ee24c4cc87b145735,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,RITA CHAVEZ DE MUÑOZ,01H00077,Ordinario,Fiscal,Urbana,Sierra,Intercultural,6,0,6,56,88,144,144,0,0,0,0,0
68a2204ee24c4cc87b145736,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,ZOILA AURORA PALACIOS,01H00078,Ordinario,Fiscal,Urbana,Sierra,Intercultural,5,5,10,73,93,166,163,2,0,0,1,0
68a2204ee24c4cc87b145737,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,CAÑARIBAMBA,10102,JULIO ABAD CHICA,01H00079,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,6,16,124,187,311,307,3,0,0,1,0
68a2204ee24c4cc87b145738,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,LDU,01H00081,Ordinario,Particular,Urbana,Sierra,Intercultural,11,6,17,91,123,214,212,2,0,0,0,0
68a2204ee24c4cc87b145739,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,DOCE DE ABRIL,01H00082,Ordinario,Fiscal,Urbana,Sierra,Intercultural,18,4,22,459,15,474,472,0,0,0,2,0
68a2204ee24c4cc87b14573a,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,HERMANO MIGUEL,01H00086,Ordinario,Fiscal,Urbana,Sierra,Intercultural,11,1,12,142,133,275,274,0,0,0,1,0
68a2204ee24c4cc87b14573b,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,HERNAN MALO,01H00087,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,1,11,103,116,219,213,2,0,0,4,0
68a2204ee24c4cc87b14573c,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,VICTOR MANUEL ALBORNOZ,01H00088,Ordinario,Fiscal,Urbana,Sierra,Intercultural,15,5,20,237,253,490,489,0,0,0,1,0
68a2204ee24c4cc87b14573d,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,CENTRO INFANTIL JOSE FIDEL HIDALGO,01H00089,Ordinario,Particular,Urbana,Sierra,Intercultural,3,0,3,31,22,53,52,0,0,0,1,0
68a2204ee24c4cc87b14573e,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,CENTRO EDUCATIVO RINCON DEL SABER AUSTRAL,01H00090,Ordinario,Particular,Urbana,Sierra,Intercultural,16,8,24,148,170,318,318,0,0,0,0,0
68a2204ee24c4cc87b14573f,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,JOSE FIDEL HIDALGO,01H00091,Ordinario,Particular,Urbana,Sierra,Intercultural,14,7,21,116,141,257,251,0,0,2,4,0
68a2204ee24c4cc87b145740,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,AUSTRAL,01H00092,Ordinario,Particular,Urbana,Sierra,Intercultural,6,3,9,21,15,36,36,0,0,0,0,0
68a2204ee24c4cc87b145741,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,MIS ANGELES,01H00095,Ordinario,Particular,Urbana,Sierra,Intercultural,2,0,2,16,21,37,37,0,0,0,0,0
68a2204ee24c4cc87b145742,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,CENTRO DE FORMACION ARTESANAL PARTICULAR LAS AMERICAS,01H00096,Popular Permanente,Particular,Urbana,Sierra,Intercultural,6,1,7,95,2,97,97,0,0,0,0,0
68a2204ee24c4cc87b145743,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL BATAN,10103,SANTA MARÍA DE LOS ÁNGELES,01H00097,Ordinario,Particular,Urbana,Sierra,Intercultural,3,0,3,3,13,16,16,0,0,0,0,0
68a2204ee24c4cc87b145744,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,RENACER,01H00098,Ordinario,Particular,Urbana,Sierra,Intercultural,8,1,9,36,46,82,82,0,0,0,0,0
68a2204ee24c4cc87b145745,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,GABRIEL CEVALLOS GARCIA,01H00100,Ordinario,Fiscal,Urbana,Sierra,Intercultural,9,4,13,153,208,361,360,1,0,0,0,0
68a2204ee24c4cc87b145746,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,SANTO TOMAS,01H00101,Ordinario,Particular,Urbana,Sierra,Intercultural,5,8,13,23,30,53,53,0,0,0,0,0
68a2204ee24c4cc87b145747,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,EZEQUIEL CRESPO AMBROSI,01H00102,Ordinario,Fiscal,Urbana,Sierra,Intercultural,16,10,26,9,639,648,646,0,0,1,1,0
68a2204ee24c4cc87b145748,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,13  DE ABRIL,01H00105,Ordinario,Fiscal,Urbana,Sierra,Intercultural,6,1,7,59,77,136,136,0,0,0,0,0
68a2204ee24c4cc87b145749,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,FRANCISCO FEBRES CORDERO,01H00106,Ordinario,Fiscal,Urbana,Sierra,Intercultural,24,51,75,547,1180,1727,1719,4,0,3,1,0
68a2204ee24c4cc87b14574a,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CENTRO DE FORMACION SAN VICENTE DE PAUL,01H00109,Popular Permanente,Particular,Urbana,Sierra,Intercultural,5,0,5,83,0,83,83,0,0,0,0,0
68a2204ee24c4cc87b14574b,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,DOLORES J. TORRES,01H00111,Ordinario,Fiscal,Urbana,Sierra,Intercultural,24,1,25,704,0,704,694,0,0,1,9,0
68a2204ee24c4cc87b14574c,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CARLOS CUEVA TAMARIZ,01H00112,Ordinario,Fiscal,Urbana,Sierra,Intercultural,38,31,69,517,647,1164,1161,0,0,0,1,2
68a2204ee24c4cc87b14574d,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,MARIA AUXILIADORA,01H00113,Ordinario,Particular,Urbana,Sierra,Intercultural,42,10,52,887,0,887,871,0,0,0,15,1
68a2204ee24c4cc87b14574e,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,OTTO AROSEMENA GÓMEZ,01H00116,Ordinario,Fiscal,Urbana,Sierra,Intercultural,10,4,14,117,193,310,305,3,0,0,1,1
68a2204ee24c4cc87b14574f,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CORAZON DE MARIA,01H00117,Ordinario,Particular,Urbana,Sierra,Intercultural,39,28,67,1070,11,1081,1064,1,0,1,14,1
68a2204ee24c4cc87b145750,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,ESCUELA PAULO VI,01H00118,Ordinario,Particular,Urbana,Sierra,Intercultural,9,1,10,18,60,78,74,3,0,1,0,0
68a2204ee24c4cc87b145751,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,SAGRADO CORAZON,01H00119,Ordinario,Particular,Urbana,Sierra,Intercultural,22,3,25,303,46,349,346,0,0,0,3,0
68a2204ee24c4cc87b145752,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,JULIO MATOVELLE,01H00120,Ordinario,Particular,Urbana,Sierra,Intercultural,14,17,31,12,484,496,488,0,0,1,6,1
68a2204ee24c4cc87b145753,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,MIGUEL ANGEL ESTRELLA AREVALO,01H00121,Ordinario,Fiscal,Urbana,Sierra,Intercultural,14,11,25,0,719,719,710,3,0,0,3,3
68a2204ee24c4cc87b145754,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CIUDAD DE CUENCA,01H00122,Ordinario,Fiscal,Urbana,Sierra,Intercultural,13,8,21,376,15,391,383,2,0,2,4,0
68a2204ee24c4cc87b145755,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,COLEGIO PIO XII,01H00124,Ordinario,Particular,Urbana,Sierra,Intercultural,8,8,16,0,150,150,150,0,0,0,0,0
68a2204ee24c4cc87b145756,2009-2010 Inicio,Zona 6,AZUAY,1,CUENCA,101,EL SAGRARIO,10104,CIUDAD DE CUENCA JARDIN,01H00127,Ordinario,Fiscal,Urbana,Sierra,Intercultural,2,0,2,36,22,58,58,0,0,0,0,0
